creation_date,pandas,matplotlib,numpy,seaborn,geopandas,geoviews,altair,yellowbrick,vega,holoviews,hvplot,bokeh
2012-02-10,0,2,7,0,0,0,0,0,0,0,0,0
2012-02-11,0,4,5,0,0,0,0,0,0,0,0,0
2012-02-12,0,3,4,0,0,0,0,0,0,0,0,0
2012-02-13,0,5,4,0,0,0,0,0,0,0,0,0
2012-02-14,1,7,7,0,0,0,0,0,0,0,0,0
2012-02-15,0,3,2,0,0,0,0,0,0,0,0,0
2012-02-16,0,6,7,0,0,0,0,0,0,0,0,0
2012-02-17,0,3,3,0,0,0,0,0,0,0,0,0
2012-02-18,1,2,1,0,0,0,0,0,0,0,0,0
2012-02-19,0,1,1,0,0,0,0,0,0,0,0,0
2012-02-20,0,1,11,0,0,0,0,0,0,0,0,0
2012-02-21,0,5,8,0,0,0,0,0,0,0,0,0
2012-02-22,0,7,4,0,0,0,0,0,0,0,0,0
2012-02-23,1,6,16,0,0,0,0,0,0,0,0,0
2012-02-24,0,8,5,0,0,0,0,0,0,0,0,0
2012-02-25,0,0,6,0,0,0,0,0,0,0,0,0
2012-02-26,0,4,7,0,0,0,0,0,0,0,0,0
2012-02-27,0,3,3,0,0,0,0,0,0,0,0,0
2012-02-28,0,6,8,0,0,0,0,0,0,0,0,0
2012-02-29,0,5,6,0,0,0,0,0,0,0,0,0
2012-03-01,1,4,12,0,0,0,0,0,0,0,0,0
2012-03-02,0,3,8,0,0,0,0,0,0,0,0,0
2012-03-03,1,2,4,0,0,0,0,0,0,0,0,0
2012-03-04,2,1,2,0,0,0,0,0,0,0,0,0
2012-03-05,0,1,9,0,0,0,0,0,0,0,0,0
2012-03-06,1,3,1,0,0,0,0,0,0,0,0,0
2012-03-07,1,4,2,0,0,0,0,0,0,0,0,0
2012-03-08,1,6,8,0,0,0,0,0,0,0,0,0
2012-03-09,1,5,2,0,0,0,0,0,0,0,0,0
2012-03-10,1,2,3,0,0,0,0,0,0,0,0,0
2012-03-11,1,2,6,0,0,0,0,0,0,0,0,0
2012-03-12,0,3,5,0,0,0,0,0,0,0,0,0
2012-03-13,0,3,3,0,0,0,0,0,0,0,0,0
2012-03-14,1,3,11,0,0,0,0,0,0,0,0,0
2012-03-15,2,5,6,0,0,0,0,0,0,0,0,0
2012-03-16,0,2,4,0,0,0,0,0,0,0,0,0
2012-03-17,0,4,2,0,0,0,0,0,0,0,0,0
2012-03-18,3,2,1,0,0,0,0,0,0,0,0,0
2012-03-19,0,2,6,0,0,0,0,0,0,0,0,0
2012-03-20,3,2,10,0,0,0,0,0,0,0,0,0
2012-03-21,0,8,4,0,0,0,0,0,0,0,0,0
2012-03-22,1,6,8,0,0,0,0,0,0,0,0,0
2012-03-23,0,3,3,0,0,0,0,0,0,0,0,0
2012-03-24,2,3,3,0,0,0,0,0,0,0,0,0
2012-03-25,0,3,4,0,0,0,0,0,0,0,0,0
2012-03-26,1,3,4,0,0,0,0,0,0,0,0,0
2012-03-27,1,3,10,0,0,0,0,0,0,0,0,0
2012-03-28,0,6,6,0,0,0,0,0,0,0,0,0
2012-03-29,1,5,9,0,0,0,0,0,0,0,0,0
2012-03-30,5,2,5,0,0,0,0,0,0,0,0,0
2012-03-31,0,3,6,0,0,0,0,0,0,0,0,0
2012-04-01,2,2,4,0,0,0,0,0,0,0,0,0
2012-04-02,0,4,6,0,0,0,0,0,0,0,0,0
2012-04-03,2,5,6,0,0,0,0,0,0,0,0,0
2012-04-04,4,4,10,0,0,0,0,0,0,0,0,0
2012-04-05,1,2,4,0,0,0,0,0,0,0,0,0
2012-04-06,0,4,2,0,0,0,0,0,0,0,0,0
2012-04-07,0,0,5,0,0,0,0,0,0,0,0,0
2012-04-08,1,1,2,0,0,0,0,0,0,0,0,0
2012-04-09,0,3,4,0,0,0,0,0,0,0,0,0
2012-04-10,0,2,3,0,0,0,0,0,0,0,0,0
2012-04-11,1,8,6,0,0,0,0,0,0,0,0,0
2012-04-12,2,3,17,0,0,0,0,0,0,0,0,0
2012-04-13,2,2,9,0,0,0,0,0,0,0,0,0
2012-04-14,1,2,5,0,0,0,0,0,0,0,0,0
2012-04-15,1,1,2,0,0,0,0,0,0,0,0,0
2012-04-16,1,4,5,0,0,0,0,0,0,0,0,0
2012-04-17,2,6,5,0,0,0,0,0,0,0,0,0
2012-04-18,3,4,3,0,0,0,0,0,0,0,0,0
2012-04-19,0,2,4,0,0,0,0,0,0,0,0,0
2012-04-20,0,5,3,0,0,0,0,0,0,0,0,0
2012-04-21,0,1,5,0,0,0,0,0,0,0,0,0
2012-04-22,1,1,7,0,0,0,0,0,0,0,0,0
2012-04-23,0,4,7,0,0,0,0,0,0,0,0,0
2012-04-24,0,6,6,0,0,0,0,0,0,0,0,0
2012-04-25,0,7,7,0,0,0,0,0,0,0,0,0
2012-04-26,0,7,6,0,0,0,0,0,0,0,0,0
2012-04-27,0,5,4,0,0,0,0,0,0,0,0,0
2012-04-28,0,2,1,0,0,0,0,0,0,0,0,0
2012-04-29,2,7,5,0,0,0,0,0,0,0,0,0
2012-04-30,0,6,3,0,0,0,0,0,0,0,0,0
2012-05-01,1,2,7,0,0,0,0,0,0,0,0,0
2012-05-02,1,3,9,0,0,0,0,0,0,0,0,0
2012-05-03,0,5,6,0,0,0,0,0,0,0,0,0
2012-05-04,2,3,4,0,0,0,0,0,0,0,0,0
2012-05-05,3,1,4,0,0,0,0,0,0,0,0,0
2012-05-06,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-07,3,7,2,0,0,0,0,0,0,0,0,0
2012-05-08,0,3,9,0,0,0,0,0,0,0,0,0
2012-05-09,2,6,7,0,0,0,0,0,0,0,0,0
2012-05-10,1,9,8,0,0,0,0,0,0,0,0,0
2012-05-11,1,6,5,0,0,0,0,0,0,0,0,0
2012-05-12,1,0,4,0,0,0,0,0,0,0,0,0
2012-05-13,1,4,3,0,0,0,0,0,0,0,0,0
2012-05-14,2,1,7,0,0,0,0,0,0,0,0,0
2012-05-15,3,1,7,0,0,0,0,0,0,0,0,0
2012-05-16,0,3,2,0,0,0,0,0,0,0,0,0
2012-05-17,1,6,3,0,0,0,0,0,0,0,0,0
2012-05-18,0,7,8,0,0,0,0,0,0,0,0,0
2012-05-19,1,2,6,0,0,0,0,0,0,0,0,0
2012-05-20,1,0,5,0,0,0,0,0,0,0,0,0
2012-05-21,0,5,10,0,0,0,0,0,0,0,0,0
2012-05-22,3,2,6,0,0,0,0,0,0,0,0,0
2012-05-23,6,7,9,0,0,0,0,0,0,0,0,0
2012-05-24,0,5,6,0,0,0,0,0,0,0,0,0
2012-05-25,2,7,8,0,0,0,0,0,0,0,0,0
2012-05-26,1,1,4,0,0,0,0,0,0,0,0,0
2012-05-27,1,4,1,0,0,0,0,0,0,0,0,0
2012-05-28,0,5,2,0,0,0,0,0,0,0,0,0
2012-05-29,2,3,9,0,0,0,0,0,0,0,0,0
2012-05-30,2,7,6,0,0,0,0,0,0,0,0,0
2012-05-31,2,8,5,0,0,0,0,0,0,0,0,0
2012-06-01,2,4,6,0,0,0,0,0,0,0,0,0
2012-06-02,0,0,3,0,0,0,0,0,0,0,0,0
2012-06-03,1,3,10,0,0,0,0,0,0,0,0,0
2012-06-04,1,4,6,0,0,0,0,0,0,0,0,0
2012-06-05,0,6,6,0,0,0,0,0,0,0,0,0
2012-06-06,1,4,9,0,0,0,0,0,0,0,0,0
2012-06-07,1,4,9,0,0,0,0,0,0,0,0,0
2012-06-08,3,6,3,0,0,0,0,0,0,0,0,0
2012-06-09,0,6,4,0,0,0,0,0,0,0,0,0
2012-06-10,1,3,1,0,0,0,0,0,0,0,0,0
2012-06-11,3,6,4,0,0,0,0,0,0,0,0,0
2012-06-12,2,3,9,0,0,0,0,0,0,0,0,0
2012-06-13,4,5,6,0,0,0,0,0,0,0,0,0
2012-06-14,4,5,6,0,0,0,0,0,0,0,0,0
2012-06-15,1,2,1,0,0,0,0,0,0,0,0,0
2012-06-16,1,3,6,0,0,0,0,0,0,0,0,0
2012-06-17,1,2,4,0,0,0,0,0,0,0,0,0
2012-06-18,1,7,7,0,0,0,0,0,0,0,0,0
2012-06-19,2,2,6,0,0,0,0,0,0,0,0,0
2012-06-20,1,4,14,0,0,0,0,0,0,0,0,0
2012-06-21,4,8,9,0,0,0,0,0,0,0,0,0
2012-06-22,1,8,4,0,0,0,0,0,0,0,0,0
2012-06-23,1,0,2,0,0,0,0,0,0,0,0,0
2012-06-24,2,1,2,0,0,0,0,0,0,0,0,0
2012-06-25,3,2,6,0,0,0,0,0,0,0,0,0
2012-06-26,1,8,7,0,0,0,0,0,0,0,0,0
2012-06-27,4,3,5,0,0,0,0,0,0,0,0,0
2012-06-28,2,5,15,0,0,0,0,0,0,0,0,0
2012-06-29,2,8,8,0,0,0,0,0,0,0,0,0
2012-06-30,0,3,0,0,0,0,0,0,0,0,0,0
2012-07-01,1,0,2,0,0,0,0,0,0,0,0,0
2012-07-02,3,6,10,0,0,0,0,0,0,0,0,0
2012-07-03,2,4,10,0,0,0,0,0,0,0,0,0
2012-07-04,3,7,6,0,0,0,0,0,0,0,0,0
2012-07-05,5,4,10,0,0,0,0,0,0,0,0,0
2012-07-06,4,5,4,0,0,0,0,0,0,0,0,0
2012-07-07,0,6,2,0,0,0,0,0,0,0,0,0
2012-07-08,0,3,1,0,0,0,0,0,0,0,0,0
2012-07-09,3,3,7,0,0,0,0,0,0,0,0,0
2012-07-10,6,13,6,0,0,0,0,0,0,0,0,0
2012-07-11,2,3,10,0,0,0,0,0,0,0,0,0
2012-07-12,1,9,7,0,0,0,0,0,0,0,0,0
2012-07-13,1,6,7,0,0,0,0,0,0,0,0,0
2012-07-14,0,6,6,0,0,0,0,0,0,0,0,0
2012-07-15,2,2,2,0,0,0,0,0,0,0,0,0
2012-07-16,1,6,7,0,0,0,0,0,0,0,0,0
2012-07-17,1,5,10,0,0,0,0,0,0,0,0,0
2012-07-18,2,9,5,0,0,0,0,0,0,0,0,0
2012-07-19,2,4,7,0,0,0,0,0,0,0,0,0
2012-07-20,3,5,8,0,0,0,0,0,0,0,0,0
2012-07-21,0,1,5,0,0,0,0,0,0,0,0,0
2012-07-22,0,5,3,0,0,0,0,0,0,0,0,0
2012-07-23,6,5,13,0,0,0,0,0,0,0,0,0
2012-07-24,3,5,6,0,0,0,0,0,0,0,0,0
2012-07-25,1,5,9,0,0,0,0,0,0,0,0,0
2012-07-26,4,3,12,0,0,0,0,0,0,0,0,0
2012-07-27,3,6,9,0,0,0,0,0,0,0,0,0
2012-07-28,1,1,1,0,0,0,0,0,0,0,0,0
2012-07-29,2,1,1,0,0,0,0,0,0,0,0,0
2012-07-30,3,3,10,0,0,0,0,0,0,0,0,0
2012-07-31,1,9,7,0,0,0,0,0,0,0,0,0
2012-08-01,4,12,6,0,0,0,0,0,0,0,0,0
2012-08-02,1,10,10,0,0,0,0,0,0,0,0,0
2012-08-03,4,6,11,0,0,0,0,0,0,0,0,0
2012-08-04,1,1,2,0,0,0,0,0,0,0,0,0
2012-08-05,0,5,1,0,0,0,0,0,0,0,0,0
2012-08-06,2,2,7,0,0,0,0,0,0,0,0,0
2012-08-07,1,6,8,0,0,0,0,0,0,0,0,0
2012-08-08,4,10,18,0,0,0,0,0,0,0,0,0
2012-08-09,5,12,15,0,0,0,0,0,0,0,0,0
2012-08-10,0,6,8,0,0,0,0,0,0,0,0,0
2012-08-11,1,4,3,0,0,0,0,0,0,0,0,0
2012-08-12,2,3,2,0,0,0,0,0,0,0,0,0
2012-08-13,3,5,10,0,0,0,0,0,0,0,0,0
2012-08-14,1,6,4,0,0,0,0,0,0,0,0,0
2012-08-15,5,3,10,0,0,0,0,0,0,0,0,0
2012-08-16,4,3,9,0,0,0,0,0,0,0,0,0
2012-08-17,1,2,8,0,0,0,0,0,0,0,0,0
2012-08-18,3,2,2,0,0,0,0,0,0,0,0,0
2012-08-19,1,2,3,0,0,0,0,0,0,0,0,0
2012-08-20,3,10,6,0,0,0,0,0,0,0,0,0
2012-08-21,4,5,8,0,0,0,0,0,0,0,0,0
2012-08-22,3,9,11,0,0,0,0,0,0,0,0,0
2012-08-23,6,6,7,0,0,0,0,0,0,0,0,0
2012-08-24,3,5,9,0,0,0,0,0,0,0,0,0
2012-08-25,0,1,2,0,0,0,0,0,0,0,0,0
2012-08-26,2,2,1,0,0,0,0,0,0,0,0,0
2012-08-27,3,4,10,0,0,0,0,0,0,0,0,0
2012-08-28,5,6,6,0,0,0,0,0,0,0,0,0
2012-08-29,6,5,9,0,0,0,0,0,0,0,0,0
2012-08-30,6,5,5,0,0,0,0,0,0,0,0,0
2012-08-31,4,6,11,0,0,0,0,0,0,0,0,0
2012-09-01,3,2,8,0,0,0,0,0,0,0,0,0
2012-09-02,0,3,8,0,0,0,0,0,0,0,0,0
2012-09-03,4,3,15,0,0,0,0,0,0,0,0,0
2012-09-04,3,5,15,0,0,0,0,0,0,0,0,0
2012-09-05,3,4,7,0,0,0,0,0,0,0,0,0
2012-09-06,2,8,7,0,0,0,0,0,0,0,0,0
2012-09-07,6,7,14,0,0,0,0,0,0,0,0,0
2012-09-08,1,1,2,0,0,0,0,0,0,0,0,0
2012-09-09,0,2,4,0,0,0,0,0,0,0,0,0
2012-09-10,3,7,7,0,0,0,0,0,0,0,0,0
2012-09-11,6,7,10,0,0,0,0,0,0,0,0,0
2012-09-12,6,7,8,0,0,0,0,0,0,0,0,0
2012-09-13,5,6,11,0,0,0,0,0,0,0,0,0
2012-09-14,8,6,10,0,0,0,0,0,0,0,0,0
2012-09-15,2,2,3,0,0,0,0,0,0,0,0,0
2012-09-16,1,2,2,0,0,0,0,0,0,0,0,0
2012-09-17,1,5,9,0,0,0,0,0,0,0,0,0
2012-09-18,1,3,7,0,0,0,0,0,0,0,0,0
2012-09-19,4,10,9,0,0,0,0,0,0,0,0,0
2012-09-20,8,3,7,0,0,0,0,0,0,0,0,0
2012-09-21,2,0,5,0,0,0,0,0,0,0,0,0
2012-09-22,3,0,1,0,0,0,0,0,0,0,0,0
2012-09-23,1,1,4,0,0,0,0,0,0,0,0,0
2012-09-24,1,4,12,0,0,0,0,0,0,0,0,0
2012-09-25,6,5,10,0,0,0,0,0,0,0,0,0
2012-09-26,5,4,8,0,0,0,0,0,0,0,0,0
2012-09-27,2,3,11,0,0,0,0,0,0,0,0,0
2012-09-28,3,3,5,0,0,0,0,0,0,0,0,0
2012-09-29,1,0,6,0,0,0,0,0,0,0,0,0
2012-09-30,2,2,5,0,0,0,0,0,0,0,0,0
2012-10-01,1,4,8,0,0,0,0,0,0,0,0,0
2012-10-02,2,2,8,0,0,0,0,0,0,0,0,0
2012-10-03,5,3,11,0,0,0,0,0,0,0,0,0
2012-10-04,4,6,4,0,0,0,0,0,0,0,0,0
2012-10-05,2,6,11,0,0,0,0,0,0,0,0,0
2012-10-06,0,8,2,0,0,0,0,0,0,0,0,0
2012-10-07,1,6,3,0,0,0,0,0,0,0,0,0
2012-10-08,0,3,6,0,0,0,0,0,0,0,0,0
2012-10-09,1,4,10,0,0,0,0,0,0,0,0,0
2012-10-10,3,5,8,0,0,0,0,0,0,0,0,0
2012-10-11,6,7,4,0,0,0,0,0,0,0,0,0
2012-10-12,2,10,12,0,0,0,0,0,0,0,0,0
2012-10-13,1,2,6,0,0,0,0,0,0,0,0,0
2012-10-14,1,5,7,0,0,0,0,0,0,0,0,0
2012-10-15,1,8,10,0,0,0,0,0,0,0,0,0
2012-10-16,4,6,4,0,0,0,0,0,0,0,0,0
2012-10-17,2,8,10,0,0,0,0,0,0,0,0,0
2012-10-18,8,9,7,0,0,0,0,0,0,0,0,0
2012-10-19,4,3,12,0,0,0,0,0,0,0,0,0
2012-10-20,2,4,2,0,0,0,0,0,0,0,0,0
2012-10-21,4,3,7,0,0,0,0,0,0,0,0,0
2012-10-22,6,5,9,0,0,0,0,0,0,0,0,0
2012-10-23,11,5,13,0,0,0,0,0,0,0,0,0
2012-10-24,3,11,14,0,0,0,0,0,0,0,0,0
2012-10-25,8,6,15,0,0,0,0,0,0,0,0,0
2012-10-26,6,5,11,0,0,0,0,0,0,0,0,0
2012-10-27,0,1,3,0,0,0,0,0,0,0,0,0
2012-10-28,2,6,4,0,0,0,0,0,0,0,0,0
2012-10-29,4,10,10,0,0,0,0,0,0,0,0,0
2012-10-30,4,9,12,0,0,0,0,0,0,0,0,0
2012-10-31,5,6,4,0,0,0,0,0,0,0,0,0
2012-11-01,6,6,4,0,0,0,0,0,0,0,0,0
2012-11-02,3,2,9,0,0,0,0,0,0,0,0,0
2012-11-03,1,2,5,0,0,0,0,0,0,0,0,0
2012-11-04,4,5,7,0,0,0,0,0,0,0,0,0
2012-11-05,5,6,8,0,0,0,0,0,0,0,0,0
2012-11-06,7,7,14,0,0,0,0,0,0,0,0,0
2012-11-07,5,4,8,0,0,0,0,0,0,0,0,0
2012-11-08,6,9,13,0,0,0,0,0,0,0,0,0
2012-11-09,0,7,14,0,0,0,0,0,0,0,0,0
2012-11-10,1,1,6,0,0,0,0,0,0,0,0,0
2012-11-11,3,4,8,0,0,0,0,0,0,0,0,0
2012-11-12,4,8,5,0,0,0,0,0,0,0,0,0
2012-11-13,5,6,7,0,0,0,0,0,0,0,0,0
2012-11-14,6,9,13,0,0,0,0,0,0,0,0,0
2012-11-15,4,9,11,0,0,0,0,0,0,0,0,0
2012-11-16,7,5,8,0,0,0,0,0,0,0,0,0
2012-11-17,1,4,9,0,0,0,0,0,0,0,0,0
2012-11-18,3,7,10,0,0,0,0,0,0,0,0,0
2012-11-19,10,3,11,0,0,0,0,0,0,0,0,0
2012-11-20,2,7,10,0,0,0,0,0,0,0,0,0
2012-11-21,2,9,6,0,0,0,0,0,0,0,0,0
2012-11-22,3,5,9,0,0,0,0,0,0,0,0,0
2012-11-23,0,4,8,0,0,0,0,0,0,0,0,0
2012-11-24,0,3,8,0,0,0,0,0,0,0,0,0
2012-11-25,3,2,8,0,0,0,0,0,0,0,0,0
2012-11-26,7,2,11,0,0,0,0,0,0,0,0,0
2012-11-27,6,10,15,0,0,0,0,0,0,0,0,0
2012-11-28,6,10,12,0,0,0,0,0,0,0,0,0
2012-11-29,5,9,15,0,0,0,0,0,0,0,0,0
2012-11-30,5,8,7,0,0,0,0,0,0,0,0,0
2012-12-01,1,8,7,0,0,0,0,0,0,0,0,0
2012-12-02,0,3,3,0,0,0,0,0,0,0,0,0
2012-12-03,7,8,9,0,0,0,0,0,0,0,0,0
2012-12-04,2,7,9,0,0,0,0,0,0,0,0,0
2012-12-05,4,4,14,0,0,0,0,0,0,0,0,0
2012-12-06,5,5,19,0,0,0,0,0,0,0,0,0
2012-12-07,5,5,13,0,0,0,0,0,0,0,0,0
2012-12-08,2,3,10,0,0,0,0,0,0,0,0,0
2012-12-09,4,5,4,0,0,0,0,0,0,0,0,0
2012-12-10,3,10,13,0,0,0,0,0,0,0,0,0
2012-12-11,3,11,8,0,0,0,0,0,0,0,0,0
2012-12-12,4,8,6,0,0,0,0,0,0,0,0,0
2012-12-13,6,6,9,0,0,0,0,0,0,0,0,0
2012-12-14,5,8,7,0,0,0,0,0,0,0,0,0
2012-12-15,3,4,4,0,0,0,0,0,0,0,0,0
2012-12-16,2,5,4,0,0,0,0,0,0,0,0,0
2012-12-17,4,4,6,0,0,0,0,0,0,0,0,0
2012-12-18,11,8,10,0,0,0,0,0,0,0,0,0
2012-12-19,6,3,5,0,0,0,0,0,0,0,0,0
2012-12-20,7,9,9,0,0,0,0,0,0,0,0,0
2012-12-21,6,7,5,0,0,0,0,0,0,0,0,0
2012-12-22,3,6,8,0,0,0,0,0,0,0,0,0
2012-12-23,1,0,6,0,0,0,0,0,0,0,0,0
2012-12-24,6,3,1,0,0,0,0,0,0,0,0,0
2012-12-25,0,4,1,0,0,0,0,0,0,0,0,0
2012-12-26,6,3,2,0,0,0,0,0,0,0,0,0
2012-12-27,3,2,3,0,0,0,0,0,0,0,0,0
2012-12-28,3,2,2,0,0,0,0,0,0,0,0,0
2012-12-29,4,1,3,0,0,0,0,0,0,0,0,0
2012-12-30,5,3,7,0,0,0,0,0,0,0,0,0
2012-12-31,3,4,2,0,0,0,0,0,0,0,0,0
2013-01-01,2,4,5,0,0,0,0,0,0,0,0,0
2013-01-02,4,6,9,0,0,0,0,0,0,0,0,0
2013-01-03,3,8,4,0,0,0,0,0,0,0,0,0
2013-01-04,1,7,5,0,0,0,0,0,0,0,0,0
2013-01-05,2,1,1,0,0,0,0,0,0,0,0,0
2013-01-06,6,0,5,0,0,0,0,0,0,0,0,0
2013-01-07,6,6,7,0,0,0,0,0,0,0,0,0
2013-01-08,6,2,6,0,0,0,0,0,0,0,0,0
2013-01-09,7,2,11,0,0,0,0,0,0,0,0,0
2013-01-10,8,9,12,0,0,0,0,0,0,0,0,0
2013-01-11,7,8,7,0,0,0,0,0,0,0,0,0
2013-01-12,6,3,4,0,0,0,0,0,0,0,0,0
2013-01-13,6,8,0,0,0,0,0,0,0,0,0,0
2013-01-14,2,9,10,0,0,0,0,0,0,0,0,0
2013-01-15,6,13,6,0,0,0,0,0,0,0,0,0
2013-01-16,8,7,9,0,0,0,0,0,0,0,0,0
2013-01-17,5,5,7,0,0,0,0,0,0,0,0,0
2013-01-18,4,7,17,0,0,0,0,0,0,0,0,0
2013-01-19,2,1,5,0,0,0,0,0,0,0,0,0
2013-01-20,3,6,7,0,0,0,0,0,0,0,0,0
2013-01-21,10,11,10,0,0,0,0,0,0,0,0,0
2013-01-22,5,6,11,0,0,0,0,0,0,0,0,0
2013-01-23,5,7,14,0,0,0,0,0,0,0,0,0
2013-01-24,8,14,12,0,0,0,0,0,0,0,0,0
2013-01-25,8,10,10,0,0,0,0,0,0,0,0,0
2013-01-26,3,7,10,0,0,0,0,0,0,0,0,0
2013-01-27,2,6,11,0,0,0,0,0,0,0,0,0
2013-01-28,6,9,13,0,0,0,0,0,0,0,0,0
2013-01-29,8,13,6,0,0,0,0,0,0,0,0,0
2013-01-30,3,6,9,0,0,0,0,0,0,0,0,0
2013-01-31,4,5,12,0,0,0,0,0,0,0,0,0
2013-02-01,7,8,12,0,0,0,0,0,0,0,0,0
2013-02-02,4,7,6,0,0,0,0,0,0,0,0,0
2013-02-03,2,5,8,0,0,0,0,0,0,0,0,0
2013-02-04,7,6,13,0,0,0,0,0,0,0,0,0
2013-02-05,6,15,10,0,0,0,0,0,0,0,0,0
2013-02-06,9,13,6,0,0,0,0,0,0,0,0,0
2013-02-07,8,10,8,0,0,0,0,0,0,0,0,0
2013-02-08,5,9,5,0,0,0,0,0,0,0,0,0
2013-02-09,0,4,9,0,0,0,0,0,0,0,0,0
2013-02-10,1,6,9,0,0,0,0,0,0,0,0,0
2013-02-11,10,8,11,0,0,0,0,0,0,0,0,0
2013-02-12,5,8,3,0,0,0,0,0,0,0,0,0
2013-02-13,7,11,18,0,0,0,0,0,0,0,0,0
2013-02-14,6,9,14,1,0,0,0,0,0,0,0,0
2013-02-15,7,11,7,0,0,0,0,0,0,0,0,0
2013-02-16,3,6,10,0,0,0,0,0,0,0,0,0
2013-02-17,1,4,6,0,0,0,0,0,0,0,0,0
2013-02-18,8,9,11,0,0,0,0,0,0,0,0,0
2013-02-19,12,11,11,0,0,0,0,0,0,0,0,0
2013-02-20,7,7,17,0,0,0,0,0,0,0,0,0
2013-02-21,13,8,11,0,0,0,0,0,0,0,0,0
2013-02-22,8,5,15,0,0,0,0,0,0,0,0,0
2013-02-23,3,5,5,0,0,0,0,0,0,0,0,0
2013-02-24,3,6,11,0,0,0,0,0,0,0,0,0
2013-02-25,10,7,9,0,0,0,0,0,0,0,0,0
2013-02-26,8,7,9,0,0,0,0,0,0,0,0,0
2013-02-27,12,5,16,0,0,0,0,0,0,0,0,0
2013-02-28,14,11,13,0,0,0,0,0,0,0,0,0
2013-03-01,3,9,12,0,0,0,0,0,0,0,0,0
2013-03-02,0,7,5,0,0,0,0,0,0,0,0,0
2013-03-03,1,2,13,0,0,0,0,0,0,0,0,0
2013-03-04,7,8,16,0,0,0,0,0,0,0,0,0
2013-03-05,7,10,11,0,0,0,0,0,0,0,0,0
2013-03-06,8,10,8,0,0,0,0,0,0,0,0,0
2013-03-07,5,10,11,0,0,0,0,0,0,0,0,0
2013-03-08,9,5,9,0,0,0,0,0,0,0,0,0
2013-03-09,2,5,7,0,0,0,0,0,0,0,0,0
2013-03-10,4,6,8,0,0,0,0,0,0,0,0,0
2013-03-11,3,10,13,0,0,0,0,0,0,0,0,0
2013-03-12,8,7,11,0,0,0,0,0,0,0,0,0
2013-03-13,7,7,11,0,0,0,0,0,0,0,0,0
2013-03-14,10,16,13,0,0,0,0,0,0,0,0,0
2013-03-15,4,9,15,0,0,0,0,0,0,0,0,0
2013-03-16,3,6,8,0,0,0,0,0,0,0,0,0
2013-03-17,10,6,5,0,0,0,0,0,0,0,0,0
2013-03-18,9,6,10,0,0,0,0,0,0,0,0,0
2013-03-19,2,6,7,0,0,0,0,0,0,0,0,0
2013-03-20,9,13,17,0,0,0,0,0,0,0,0,0
2013-03-21,9,13,14,0,0,0,0,0,0,0,0,0
2013-03-22,3,9,17,0,0,0,0,0,0,0,0,0
2013-03-23,3,6,4,0,0,0,0,0,0,0,0,0
2013-03-24,1,3,2,0,0,0,0,0,0,0,0,0
2013-03-25,13,9,12,0,0,0,0,0,0,0,0,0
2013-03-26,5,4,10,0,0,0,0,0,0,0,0,0
2013-03-27,8,7,11,0,0,0,0,0,0,0,0,0
2013-03-28,7,4,13,0,0,0,0,0,0,0,0,0
2013-03-29,8,5,13,0,0,0,0,0,0,0,0,0
2013-03-30,5,6,8,0,0,0,0,0,0,0,0,0
2013-03-31,0,4,14,0,0,0,0,0,0,0,0,0
2013-04-01,7,5,13,0,0,0,0,0,0,0,0,0
2013-04-02,7,7,12,0,0,0,0,0,0,0,0,0
2013-04-03,14,10,22,0,0,0,0,0,0,0,0,0
2013-04-04,8,6,11,0,0,0,0,0,0,0,0,0
2013-04-05,8,8,17,0,0,0,0,0,0,0,0,0
2013-04-06,3,3,3,0,0,0,0,0,0,0,0,0
2013-04-07,5,10,11,0,0,0,0,0,0,0,0,0
2013-04-08,11,10,13,0,0,0,0,0,0,0,0,0
2013-04-09,13,11,15,0,0,0,0,0,0,0,0,0
2013-04-10,10,12,19,0,0,0,0,0,0,0,0,0
2013-04-11,7,9,14,0,0,0,0,0,0,0,0,0
2013-04-12,6,5,16,0,0,0,0,0,0,0,0,0
2013-04-13,3,6,10,0,0,0,0,0,0,0,0,0
2013-04-14,4,7,7,0,0,0,0,0,0,0,0,0
2013-04-15,12,8,16,0,0,0,0,0,0,0,0,0
2013-04-16,3,10,16,0,0,0,0,0,0,0,0,0
2013-04-17,5,15,22,0,0,0,0,0,0,0,0,0
2013-04-18,6,11,14,0,0,0,0,0,0,0,0,0
2013-04-19,7,10,19,0,0,0,0,0,0,0,0,0
2013-04-20,3,5,5,0,0,0,0,0,0,0,0,0
2013-04-21,3,2,5,0,0,0,0,0,0,0,0,0
2013-04-22,6,7,13,0,0,0,0,0,0,0,0,0
2013-04-23,8,15,15,0,0,0,0,0,0,0,0,0
2013-04-24,5,12,13,0,0,0,0,0,0,0,0,0
2013-04-25,2,4,12,0,0,0,0,0,0,0,0,0
2013-04-26,6,5,19,0,0,0,0,0,0,0,0,0
2013-04-27,1,4,6,0,0,0,0,0,0,0,0,0
2013-04-28,4,7,4,0,0,0,0,0,0,0,0,0
2013-04-29,4,7,11,0,0,0,0,0,0,0,0,0
2013-04-30,9,6,11,0,0,0,0,0,0,0,0,0
2013-05-01,8,11,17,0,0,0,0,0,0,0,0,0
2013-05-02,9,8,21,0,0,0,0,0,0,0,0,0
2013-05-03,8,7,14,0,0,0,0,0,0,0,0,0
